id,code,area,subarea,title,subtitle,authors,edition,volume,language,is_reserved
6923408317423,QUI-02.01,Química,2,Physical Chemistry,,Peter William Atkins,4,0,2,0
6524339564766,QUI-02.01,Química,2,Physical Chemistry,,Peter William Atkins,4,0,2,0
2620126560653,QUI-02.01,Química,2,Physical Chemistry,,Peter William Atkins,4,0,2,0
8449815241086,QUI-02.01,Química,2,Physical Chemistry,,Peter William Atkins,4,0,2,0
9294249317482,QUI-02.01,Química,2,Physical Chemistry,,Peter William Atkins,4,0,2,0
6962660921207,QUI-02.01,Química,2,Physical Chemistry,,Peter William Atkins,5,0,2,0
8711759416821,QUI-02.01  v.1,Química,2,Fisicoquímica,,Peter William Atkins,6,1,1,0
8713111446682,QUI-02.01  v.3,Química,2,Fisicoquímica,,Peter William Atkins,6,3,1,0
7508314133405,QUI-02.01  v.2,Química,2,Fisicoquímica,,Peter William Atkins,6,2,1,0
6178936680147,QUI-02.02,Química,2,Physical Chemistry,A Molecular Approach,"McQuarrie, Simon",1,0,2,0
5857261061852,QUI-02.03,Química,2,Fundamentos de Termodinâmica e Cinética Química,,Edward de Souza,1,0,1,0
3717628393380,QUI-02.04,Química,2,Introdução à Química dos Coloides e das Superfícies,,Duncan J. Shar,2,0,1,0
7349950603309,QUI-02.05,Química,2,Eletroquímica,Princípios e Aplicações,Edson Antonio Ticianelli,1,0,1,0
4544391314606,QUI-03.01,Química,3,Inorganic Chemistry,,"Miessler, Tarr",4,0,2,0
7805924231010,QUI-03.02,Química,3,Inorganic Chemistry,,"Shriver, Atkins, Langford",2,0,2,0
4078218408525,QUI-04.01,Química,4,Química Orgânica,,"Allinger, Cava, de Jongh, Johnson, Lebel, Stevens",2,0,1,0
3574436388300,QUI-04.01,Química,4,Química Orgânica,,"Allinger, Cava, de Jongh, Johnson, Lebel, Stevens",2,0,1,0
1966299964456,QUI-04.01,Química,4,Química Orgânica,,"Allinger, Cava, de Jongh, Johnson, Lebel, Stevens",2,0,1,0
1641011361408,QUI-04.02  v.1,Química,4,Química Orgânica,Curso Básico Universitário,Maurício Gomes Constantino,1,1,1,0
3755077252407,QUI-04.02  v.1,Química,4,Química Orgânica,Curso Básico Universitário,Maurício Gomes Constantino,1,1,1,0
9909525265639,QUI-04.02  v.2,Química,4,Química Orgânica,Curso Básico Universitário,Maurício Gomes Constantino,1,2,1,0
4983555527351,QUI-04.02  v.2,Química,4,Química Orgânica,Curso Básico Universitário,Maurício Gomes Constantino,1,2,1,0
9016203387962,QUI-04.02  v.3,Química,4,Química Orgânica,Curso Básico Universitário,Maurício Gomes Constantino,1,3,1,0
6303236881523,QUI-04.02  v.3,Química,4,Química Orgânica,Curso Básico Universitário,Maurício Gomes Constantino,1,3,1,0
6162610895668,QUI-04.03  v.1,Química,4,Química Orgânica,,John McMurry,7,1,1,0
1631039378380,QUI-04.03  v.2,Química,4,Química Orgânica,,John McMurry,7,2,1,0
9874677747589,QUI-04.04,Química,4,Organic Chemistry,,"Clayden, Greeves, Warren, Wothers",1,0,2,0
